대여소_ID,대여소명,평소이용빈도,평균출발건수,평균도착건수,평균순유출량,평균절대불균형,평균예측대여수요,평균예측반납수요,평균예측순유출량,평균예측불균형,이용빈도점수,불균형점수,순유출점수,우선순위기초점수
ST-55, 유진투자증권빌딩 앞,25.58000570450656,12.19309754706218,13.38690815744438,-1.193810610382202,10.96420422133485,12.58494156365941,13.85759524519667,-1.272653681537257,9.945026234632152,0.8841963651756845,1.0,1.0,0.9536785460702739
ST-47, 국민일보 앞,23.85538068906848,11.68552389054303,12.16985679852545,-0.4843329079824188,10.45285694030909,12.13931738739529,12.66883475996677,-0.5295173725714833,9.360087531291578,0.8195268655559295,0.935267165239305,0.415202660707567,0.7849581444596073
ST-3402,한강버스 여의도 선착장,28.35503560528993,14.83316378433367,13.52187182095626,1.311291963377416,4.537131230925738,14.60226913756989,13.38118113065976,1.221088006910128,2.571911723358709,0.988253649227043,0.184046805923092,0.9594213484700648,0.660804451754067
ST-3239,LG트윈타워 앞,21.58494237389612,10.94821134560694,10.63673102828918,0.3114803173177668,8.81799131866487,11.65568603723068,11.34809035672217,0.3075956805085108,7.876039378834205,0.7343906136487752,0.7710334715525938,0.2405654999553016,0.650282734071608
ST-66, NH농협은행 앞,20.87554229934924,10.2593546637744,10.61618763557484,-0.3568329718004338,8.628253796095445,10.48062519610509,10.7594416286278,-0.2788164325227003,7.506224699476777,0.7077897308826683,0.7301075550519284,0.2179182043705097,0.6187425552479406
ST-3315,우리은행 앞,15.83821656050955,7.861942675159236,7.976273885350318,-0.1143312101910828,10.10191082802548,8.194628595928162,8.28122737520818,-0.0865987792800191,9.495339760666035,0.5189015192213482,0.9502349903551867,0.06665608620298984,0.6009858210712119
ST-73, 여의나루역 1번출구 앞,28.66829070239545,14.53444309108134,14.13384761131412,0.4005954797672215,5.345513601299229,15.55583604776129,15.39666335446282,0.159172693298475,3.191768232817699,1.0,0.2526438551061884,0.1237667821923921,0.5258108984809539
ST-59, KT앞,15.75804436113715,8.39456419868791,7.363480162449235,1.031084036238676,5.527803811308966,8.595325882512835,7.549339279578059,1.045986602934775,4.293304626783003,0.5158952448310211,0.3745464971543604,0.8216285452982417,0.520502405853801
ST-60, 금융감독원 앞,13.02492963409731,6.544229995979092,6.480699638118215,0.06353035786087656,8.950944913550462,6.798741309903103,6.69710020960896,0.1016411002941427,8.485626154944335,0.4134096840749903,0.8384940102806432,0.07849336181408809,0.5164601501050711
ST-3397,한국산업은행,12.11715481171548,5.986401673640168,6.130753138075314,-0.1443514644351464,8.339958158995817,5.742374274703417,5.999719155663063,-0.2573448809596456,7.330302305154356,0.3793702012857809,0.7106389248906095,0.2010215649881203,0.4762079634681803
ST-2814, 63스퀘어,15.09992727272727,7.428945454545454,7.670981818181819,-0.2420363636363636,6.977745454545454,7.700564496969644,7.959471081839379,-0.2589065848697344,6.10752769186464,0.4912173569320881,0.5753193323596132,0.20225051892344,0.4670647795013685
ST-53, KBS 앞,15.98489167616876,8.054874572405929,7.930017103762828,0.1248574686431015,7.150228050171037,8.308391836068797,8.167983750380811,0.1404080856879844,6.040841409456613,0.5244015011023027,0.5679394272938844,0.1090003221619929,0.4587364357908734
ST-52, 산업은행 앞,13.2242474916388,6.609197324414716,6.61505016722408,-0.005852842809364548,6.532274247491639,7.018093271552975,6.986176486950693,0.03191678460228221,5.766303160779343,0.4208836485583453,0.5375573736092457,0.02362510439125831,0.3881014297452881
ST-72, 샛강역 1번출구 앞,12.35502550668689,6.553288294498828,5.80173721218806,0.751551082310768,3.529436095408796,6.760501923962375,6.004252659718401,0.7562492642439732,1.948968326719442,0.3882898091311401,0.1151081432399406,0.5936251188530199,0.3200842047190363
ST-62, 롯데캐슬엠파이어 옆,15.10836226851852,7.543547453703703,7.564814814814815,-0.02126736111111111,4.701822916666667,7.751764822263681,7.782110621882338,-0.03034579961865682,3.385446813073397,0.4915336500115875,0.2740774915894258,0.02238884688720624,0.3107222260178466
ST-51, 국회의사당역 3번출구 옆,14.7961773209123,7.42997108898169,7.366206231930613,0.06376485705107614,4.303726309026662,7.743927892841681,7.618847563501546,0.1250803293401327,3.038795921253638,0.4798274274009957,0.2357150191257927,0.09693842850748816,0.305604664312213
ST-3061, 여의도역2번출구 앞,12.31681274900398,6.143266932270916,6.173545816733068,-0.0302788844621514,4.796175298804781,6.387292059989512,6.36100310692567,0.02628895306384108,3.706113587118689,0.386856917983022,0.3095644053104231,0.01919638671193147,0.2824078066597643
ST-3401,여의나루역 3번출구,13.75355969331873,7.073384446878423,6.680175246440307,0.3932092004381161,3.529025191675794,7.254668034830807,6.836098822420451,0.418569212410357,1.801165971269017,0.4407316473516234,0.09875144569544056,0.3278940632418958,0.2813720498672048
ST-2644,국회제2의원회관,7.505833333333333,3.747777777777778,3.758055555555555,-0.01027777777777778,5.538055555555555,3.896263378493477,3.894368400928644,0.001894977564833582,5.325208380433759,0.2064561765422325,0.4887431724513323,0.0,0.2780797395974259
ST-50, 국회의사당역 5번출구 옆,10.65380658436214,5.37482853223594,5.278978052126201,0.09585048010973937,4.059499314128944,5.614986430133634,5.484680462477606,0.1303059676560271,2.948755752203338,0.3244979845515491,0.2257506325128513,0.1010506476876984,0.2403095763632998
ST-71, 앙카라공원 앞,10.09215514727326,5.29148439778361,4.800670749489647,0.4908136482939632,3.383785360163313,5.4596754296925,4.983242186484929,0.4764332432075704,1.884860561370583,0.3034373382822915,0.1080135923793032,0.3734290893773289,0.2392661901401036
ST-46, 진미파라곤 앞,10.72060723514212,5.386466408268734,5.334140826873385,0.05232558139534884,4.257428940568476,5.749869201219346,5.71951269900034,0.03035650221900631,3.246884267087605,0.3270028564057463,0.2587433269289331,0.02239726910010632,0.238777927153893
ST-70, 롯데캐슬 앞,12.60011162271522,6.257150830193944,6.342960792521278,-0.08580996232733361,3.805916003906795,6.39987190009743,6.476957196809848,-0.07708529671241872,2.26560085554953,0.3974799787885572,0.150148603123282,0.05916962749303886,0.2308853582633434
ST-424, 증권거래소후문교차로,9.249791144527986,4.656140350877193,4.593650793650793,0.06248955722639933,4.248955722639933,4.848256293621365,4.772394681213767,0.0758616124075975,3.400624581344891,0.2718506118533042,0.2757571547061656,0.05820667181860911,0.2306844409875098
ST-63, 미성아파트 A동 앞,9.405013591060102,4.809121111446693,4.59589247961341,0.213228631833283,3.637571730594987,4.992160637425767,4.771945865304422,0.2202147721213446,2.708530105689243,0.2776710991227853,0.1991658177412017,0.1718027142950411,0.225095309604603
ST-1970,KBS 연구동 건너편,5.10968061401337,2.959643476107948,2.150037137905422,0.8096063382025254,2.589254766031196,3.269074533820274,2.406443377840424,0.8626311559798499,1.841427014577621,0.1166059215686458,0.1032069748797893,0.6773403760480516,0.2233932337889843
ST-57, 여의도역 4번출구 옆,2.0,0.4,1.6,-1.2,2.0,0.3499726957974046,1.489154831400367,-1.139182135602962,1.839127527197771,0.0,0.1029524997771093,0.8949670417231377,0.2201744082554712
ST-425, 샛강생태공원방문자센터 앞,4.983326716951171,2.916633584755855,2.066693132195315,0.8499404525605398,2.320365224295355,3.173156819647306,2.254738289715022,0.9184185299322836,1.405186449180784,0.1118679389783012,0.05492997034158261,0.721241215584339,0.2109674068448213
ST-64, 여의도고교 앞,9.868923471843415,4.861382961655703,5.00754051018771,-0.146157548532007,3.284614150489331,5.227293115428557,5.445418866675653,-0.2181257512470961,2.081757750882882,0.2950666602391805,0.1298034195197443,0.1701587980521555,0.203979791514001
ST-68, 시범아파트버스정류장 옆,11.16279728199321,5.544450736126841,5.618346545866364,-0.07389580973952435,3.518403171007928,5.711146552978313,5.757384910426321,-0.04623835744800744,2.085463925237321,0.3435839733504242,0.1302135670629143,0.03489520059516833,0.1964980562843691
ST-2899, KRX한국거래소(1),8.120481927710843,4.021720685559138,4.098761242151705,-0.07704055659256745,3.876802986594265,4.231229422062321,4.293819637461729,-0.06259021539940776,3.016905534954043,0.2295040951822637,0.233292497328061,0.04776299201794907,0.1946712354077197
ST-297, 여의도중학교 옆,9.864243323442137,4.828635014836795,5.035608308605341,-0.206973293768546,2.603486646884273,5.281256450615682,5.623087368936505,-0.3418309183208238,1.351207208800534,0.2948911653620057,0.04895630296739949,0.2675062855704564,0.1910402444458534
ST-3160, 여의도 삼부아파트,11.88127208480565,5.915335689045937,5.965936395759718,-0.05060070671378092,3.157314487632509,6.097363763910882,6.173258858165784,-0.07589509425490279,1.578733261310776,0.3705251377028854,0.07413570429062374,0.05823301973753394,0.1895109407449105
ST-67, 여의도초교 앞,9.405981682884946,4.743560389238695,4.662421293646251,0.08113909559244419,3.63666285060103,4.912216870518801,4.83537393237708,0.07684293814171997,2.388484384976037,0.2777074003554232,0.1637476335169772,0.05897890790957966,0.1883777951308761
ST-2643, 국회의사당 본관,4.150811047786059,2.416922402455064,1.733888645330995,0.6830337571240684,2.505918456817185,2.523449477086106,1.815072896175621,0.7083765809104855,1.883226361293331,0.08065050256831287,0.1078327419705978,0.5559525983470919,0.1865838174849827
ST-2646, 국회도서관,6.319245082402977,3.249069643806486,3.070175438596491,0.1788942052099947,3.389952153110048,3.423173309743963,3.216789859139823,0.2063834506041402,2.887904166970033,0.1619618268978524,0.2190164301266221,0.1609184122839926,0.1845749852665883
ST-3383,국회의사당 본관 좌측,4.110132158590308,2.254038179148311,1.856093979441997,0.3979441997063142,3.281938325991189,2.233501060897648,1.882991527728276,0.3505095331693718,2.872026452467907,0.07912513712027174,0.2172593067504909,0.2743357606088082,0.1734209296700667
ST-69, 진주아파트상가 앞,7.470513229199873,3.871852087982149,3.598661141217724,0.2731909467644246,2.720114759324195,4.068425494306286,3.787024018445435,0.2814014758608508,1.347025798046993,0.2051317532963779,0.04849356290621066,0.2199524562942381,0.1454406177398831
ST-3319,국회박물관,3.482412060301507,1.954773869346734,1.527638190954774,0.4271356783919598,2.059583632447954,2.102477211072193,1.608586705166485,0.4938905059057073,1.643493994308065,0.05558706693445303,0.08130251647821496,0.3871667585694147,0.1321891850789501
ST-296, 초원아파트 앞,7.490443496010392,3.740768231582854,3.749675264427538,-0.008907032844683615,2.652440155873075,4.087907410557952,4.149283565993406,-0.06137615543545425,1.544874088748737,0.205879092787796,0.07038864462424335,0.04680761004011305,0.1198686169728384
ST-2645, 국회소통관,5.263230052097614,2.602412942144228,2.660817109953386,-0.05840416780915821,2.691253084727173,2.750161411398773,2.797205265502071,-0.04704385410329835,2.125745054689303,0.1223636748419162,0.1346713191006884,0.03552907125273133,0.1099198118275881
ST-2647, 의정관,3.684358665058303,1.940088459991958,1.744270205066345,0.1958182549256132,2.446722959388822,2.12169064270945,1.893199521280824,0.2284911214286263,1.920896192784345,0.06315960343521407,0.1120015120715416,0.1783156339244008,0.1057275729875825
ST-3318,국회도서관 2문 앞,3.265608083724287,1.761457957416095,1.504150126308192,0.2573078311079033,2.194514615662216,1.885730106712537,1.600890162419619,0.2848399442929176,1.658422359634245,0.04745741291962913,0.08295457916510508,0.2226582952716286,0.0966964558882194
ST-2694, 국회6문,5.641393987762703,2.816972599095504,2.824421388667199,-0.0074487895716946,2.712423516892791,3.092746921610207,3.090474691869986,0.002272229740220621,1.731430463664716,0.1365439588310629,0.09103409503130762,0.0002968716045050406,0.09109059586584924
ST-3375,여의도성당,2.620444444444444,1.472,1.148444444444444,0.3235555555555555,1.816888888888889,1.539902705948725,1.159630077845211,0.3802726281035138,1.250107844786854,0.02326524978178349,0.03776803932928898,0.2977572763073447,0.08396477090589792
ST-2648, 국회2문,2.818672839506173,1.555555555555556,1.263117283950617,0.2924382716049383,1.962191358024691,1.705625335110797,1.382440061869631,0.3231852732411654,1.362014968127126,0.03069836191011059,0.05015235461285597,0.252833440897922,0.08290697478877104
ST-45, 국회의원회관,3.057557323350491,1.605989705194197,1.451567618156294,0.1544220870379036,2.108563406644829,1.708316136046523,1.517926232672348,0.1903899033741754,1.604945578864103,0.03965598452305372,0.07703651699319247,0.1483325868397375,0.07634351797444597
ST-414, 여의도 마리나선착장 앞,4.391636798088411,2.291517323775388,2.100119474313022,0.1913978494623656,1.969653524492234,2.507837449862795,2.316838410323315,0.1909990395394803,1.122191305683054,0.08968091824023743,0.02361202581594636,0.1488119352505733,0.07507956467258818
ST-3377,의원회관 출입구 앞,2.98781838316722,1.560354374307863,1.427464008859358,0.132890365448505,2.108527131782946,1.610519720378735,1.488075683096728,0.122444037282007,1.565499409300164,0.03704093352629048,0.07267116663811753,0.09486384735381626,0.06285760953652646
ST-1971,여의도 순복음교회,5.257541899441341,2.649720670391062,2.607821229050279,0.04189944134078212,2.09608938547486,2.986500982805442,2.984082651743583,0.002418331061858878,1.186038582455469,0.1221503821071193,0.03067774944412402,0.0004118433305939832,0.06121362128661612
ST-2813, 여의도 은하아파트,4.953610175832398,2.496071829405163,2.457538346427235,0.03853348297792742,2.251777029554807,2.654794248817697,2.60455685418609,0.05023739463160797,1.047299463906954,0.1107536365488581,0.01532404420192457,0.03804216875765223,0.05803950605184351
ST-1969,국회3문,3.367960426179604,1.713850837138508,1.654109589041096,0.05974124809741248,1.64041095890411,1.906436749537302,1.854577098392483,0.05185965114481884,0.9088283683872809,0.05129539202363384,0.0,0.03931877344124768,0.02838191149770308
